target_fn, target_fp, skip_dd, skip_cnn, dd, dd_thres, cnn, cnn_upper_thres, cnn_lower_thres, accuracy, fn, fp, num_tp, num_tn, runtime
0.25, 0.25, False, False, /dev/null, 116.23774975, /home/luis/noscopeFolder/data/cnn-models/jackson-town-square_convnet_128_32_2.pb, 0.0140079039039, 0.0140079039039, 0.969111111111, 0.03125, 0.0156672678088, 128, 8872, 0.282155
0.1, 0.1, False, False, /dev/null, 8.91224954955, /home/luis/noscopeFolder/data/cnn-models/jackson-town-square_convnet_128_32_2.pb, 0.0150084684685, 0.0150084684685, 0.963333333333, 0.0078125, 0.0185978358882, 128, 8872, 2.78016
0.05, 0.05, False, False, /dev/null, 5.93927, /home/luis/noscopeFolder/data/cnn-models/jackson-town-square_convnet_128_32_2.pb, 0.0200112912913, 0.0200112912913, 0.964444444444, 0.0, 0.0180342651037, 128, 8872, 2.94449
0.04, 0.04, False, False, /dev/null, 5.61082222222, /home/luis/noscopeFolder/data/cnn-models/jackson-town-square_convnet_128_32_2.pb, 0.119067183183, 0.119067183183, 0.968222222222, 0.015625, 0.0161181244364, 128, 8872, 4.09632
0.03, 0.03, False, False, /dev/null, 5.60719479479, /home/luis/noscopeFolder/data/cnn-models/jackson-town-square_convnet_128_32_2.pb, 0.442249537538, 0.0920519399399, 0.975777777778, 0.0, 0.0122858431019, 128, 8872, 7.40711
0.02, 0.02, False, False, /dev/null, 5.61247, /home/luis/noscopeFolder/data/cnn-models/jackson-town-square_convnet_128_32_2.pb, 0.711401405405, 0.0280158078078, 0.981777777778, 0.0, 0.00924256086564, 128, 8872, 4.67058
0.01, 0.01, False, False, /dev/null, 2.0348, /home/luis/noscopeFolder/data/cnn-models/jackson-town-square_convnet_128_32_2.pb, 0.860485525526, 0.0280158078078, 0.989555555556, 0.0, 0.00529756537421, 128, 8872, 15.3843
0.0, 0.0, False, False, /dev/null, 2.0348, /home/luis/noscopeFolder/data/cnn-models/jackson-town-square_convnet_128_32_2.pb, 0.999564, 0.0280158078078, 1.0, 0.0, 0.0, 128, 8872, 20.0933
